Comunidad autónoma	Sexo	periodo	Total
Castilla-La Mancha	MUJERES	2020-21	30,5
Castilla-La Mancha	MUJERES	2019-20	21,3
Castilla-La Mancha	MUJERES	2018-19	21,8
Castilla-La Mancha	MUJERES	2017-18	23,4
Castilla-La Mancha	MUJERES	2016-17	21,7
Cataluña	HOMBRES	2021-22	35,3
Cataluña	HOMBRES	2020-21	33,2
Cataluña	HOMBRES	2019-20	32,1
Cataluña	HOMBRES	2018-19	29,7
Cataluña	HOMBRES	2017-18	28,0
Cataluña	HOMBRES	2016-17	27,4
Cataluña	MUJERES	2021-22	43,9
Cataluña	MUJERES	2020-21	37,1
Cataluña	MUJERES	2019-20	35,1
Cataluña	MUJERES	2018-19	32,9
Cataluña	MUJERES	2017-18	30,2
Cataluña	MUJERES	2016-17	28,5
Comunitat Valenciana	HOMBRES	2021-22	29,6
Comunitat Valenciana	HOMBRES	2020-21	30,4
Comunitat Valenciana	HOMBRES	2019-20	25,9
Comunitat Valenciana	HOMBRES	2018-19	25,2
Comunitat Valenciana	HOMBRES	2017-18	25,2
Comunitat Valenciana	HOMBRES	2016-17	21,3
Comunitat Valenciana	MUJERES	2021-22	31,3
Comunitat Valenciana	MUJERES	2020-21	31,3
Comunitat Valenciana	MUJERES	2019-20	27,2
Comunitat Valenciana	MUJERES	2018-19	26,8
Comunitat Valenciana	MUJERES	2017-18	26,9
Comunitat Valenciana	MUJERES	2016-17	22,6
Extremadura	HOMBRES	2021-22	25,8
Extremadura	HOMBRES	2020-21	29,2
Extremadura	HOMBRES	2019-20	21,6
Extremadura	HOMBRES	2018-19	24,4
Extremadura	HOMBRES	2017-18	23,3
Extremadura	HOMBRES	2016-17	19,8
Extremadura	MUJERES	2021-22	27,5
Extremadura	MUJERES	2020-21	30,4
Extremadura	MUJERES	2019-20	22,9
Extremadura	MUJERES	2018-19	27,0
Extremadura	MUJERES	2017-18	27,4
Extremadura	MUJERES	2016-17	24,5
Galicia	HOMBRES	2021-22	37,1
Galicia	HOMBRES	2020-21	40,2
Galicia	HOMBRES	2019-20	29,0
Galicia	HOMBRES	2018-19	32,0
Galicia	HOMBRES	2017-18	32,1
Galicia	HOMBRES	2016-17	27,6
Galicia	MUJERES	2021-22	35,0
Galicia	MUJERES	2020-21	39,3
Galicia	MUJERES	2019-20	29,7
Galicia	MUJERES	2018-19	32,3
Galicia	MUJERES	2017-18	32,2
Galicia	MUJERES	2016-17	28,7
Madrid, Comunidad de	HOMBRES	2021-22	33,2
Madrid, Comunidad de	HOMBRES	2020-21	32,5
Madrid, Comunidad de	HOMBRES	2019-20	21,4
Madrid, Comunidad de	HOMBRES	2018-19	26,7
Madrid, Comunidad de	HOMBRES	2017-18	28,0
Madrid, Comunidad de	HOMBRES	2016-17	22,0
Madrid, Comunidad de	MUJERES	2021-22	31,0
Madrid, Comunidad de	MUJERES	2020-21	31,1
Madrid, Comunidad de	MUJERES	2019-20	20,9
Madrid, Comunidad de	MUJERES	2018-19	25,6
Madrid, Comunidad de	MUJERES	2017-18	26,3
Madrid, Comunidad de	MUJERES	2016-17	21,2
Murcia, Región de	HOMBRES	2021-22	27,2
Murcia, Región de	HOMBRES	2020-21	28,7
Murcia, Región de	HOMBRES	2019-20	20,9
Murcia, Región de	HOMBRES	2018-19	23,3
Murcia, Región de	HOMBRES	2017-18	22,3
Murcia, Región de	HOMBRES	2016-17	19,9
Murcia, Región de	MUJERES	2021-22	32,3
Murcia, Región de	MUJERES	2020-21	37,3
Murcia, Región de	MUJERES	2019-20	25,2
Murcia, Región de	MUJERES	2018-19	27,6
Murcia, Región de	MUJERES	2017-18	24,2
Murcia, Región de	MUJERES	2016-17	21,0
Navarra, Comunidad Foral de	HOMBRES	2021-22	27,1
Navarra, Comunidad Foral de	HOMBRES	2020-21	30,0
Navarra, Comunidad Foral de	HOMBRES	2019-20	25,5
Navarra, Comunidad Foral de	HOMBRES	2018-19	25,1
Navarra, Comunidad Foral de	HOMBRES	2017-18	24,9
Navarra, Comunidad Foral de	HOMBRES	2016-17	22,1
Navarra, Comunidad Foral de	MUJERES	2021-22	23,5
Navarra, Comunidad Foral de	MUJERES	2020-21	23,5
Navarra, Comunidad Foral de	MUJERES	2019-20	22,6
Navarra, Comunidad Foral de	MUJERES	2018-19	19,7
Navarra, Comunidad Foral de	MUJERES	2017-18	19,7
Navarra, Comunidad Foral de	MUJERES	2016-17	19,4
País Vasco	HOMBRES	2021-22	49,2
País Vasco	HOMBRES	2020-21	50,0
País Vasco	HOMBRES	2019-20	46,1
País Vasco	HOMBRES	2018-19	49,4
País Vasco	HOMBRES	2017-18	50,2
País Vasco	HOMBRES	2016-17	44,3
País Vasco	MUJERES	2021-22	33,2
País Vasco	MUJERES	2020-21	34,4
País Vasco	MUJERES	2019-20	30,3
País Vasco	MUJERES	2018-19	31,7
País Vasco	MUJERES	2017-18	32,7
País Vasco	MUJERES	2016-17	31,3
Rioja, La	HOMBRES	2021-22	29,2
Rioja, La	HOMBRES	2020-21	31,3
Rioja, La	HOMBRES	2019-20	24,8
Rioja, La	HOMBRES	2018-19	26,2
Rioja, La	HOMBRES	2017-18	26,1
Rioja, La	HOMBRES	2016-17	22,1
Rioja, La	MUJERES	2021-22	28,6
Rioja, La	MUJERES	2020-21	32,9
Rioja, La	MUJERES	2019-20	24,0
Rioja, La	MUJERES	2018-19	26,2
Rioja, La	MUJERES	2017-18	25,3
Rioja, La	MUJERES	2016-17	23,4
Ceuta	HOMBRES	2021-22	13,0
Ceuta	HOMBRES	2020-21	13,4
Ceuta	HOMBRES	2019-20	13,6
Ceuta	HOMBRES	2018-19	14,0
Ceuta	HOMBRES	2017-18	13,2
Ceuta	HOMBRES	2016-17	11,5
Ceuta	MUJERES	2021-22	35,1
Ceuta	MUJERES	2020-21	24,4
Ceuta	MUJERES	2019-20	28,4
Ceuta	MUJERES	2018-19	27,6
Ceuta	MUJERES	2017-18	26,3
Ceuta	MUJERES	2016-17	18,0
Melilla	HOMBRES	2021-22	17,3
Melilla	HOMBRES	2020-21	19,5
Melilla	HOMBRES	2019-20	15,2
Melilla	HOMBRES	2018-19	20,6
Melilla	HOMBRES	2017-18	16,3
Melilla	HOMBRES	2016-17	16,3
Melilla	MUJERES	2021-22	24,7
Melilla	MUJERES	2020-21	31,6
Melilla	MUJERES	2019-20	29,8
Melilla	MUJERES	2018-19	25,3
Melilla	MUJERES	2017-18	21,4
Melilla	MUJERES	2016-17	25,7
